181.77019	28.58643
190.09239	32.20590
200.51669	35.96383
214.45824	42.28877
229.09929	48.73884
245.76765	56.59982
264.21197	64.78260
286.10558	75.20089
309.51299	86.91627
332.63619	98.50943
363.64450	115.42410
394.32521	134.05577
434.27086	155.05369
481.84333	181.88599
546.25247	222.01929
